tract,Name,Household_Income_at_Age_35_rH_gM_p25
6037124500,"Van Nuys, Los Angeles, CA",36887
36119000701,"Northwest Yonkers, Yonkers, NY",36886
6019008200,"San Joaquin, CA",36886
12086010608,"Cutler Bay, FL",36885
25017342300,"Everett, MA",36884
6059087102,"Northwest Anaheim, Anaheim, CA",36884
6019004213,"Fresno, CA",36883
6037408724,"Rowland Heights, CA",36881
48201450400,"Memorial, Houston, TX",36879
6001442301,"Irvington, Fremont, CA",36879
17089853001,"Aurora, IL",36879
34003023100,"Hackensack, NJ",36878
36047116800,"Kings County, NY",36874
48439105505,"Fort Worth, TX",36872
17043841605,"Warrenville, IL",36871
48479001814,"Laredo, TX",36870
53053060800,"North End, Tacoma, WA",36870
17097861901,"Waukegan, IL",36869
12019030400,"Orange Park, FL",36869
6037502601,"El Rancho, Pico Rivera, CA",36868
48491020404,"Anderson Mill, Austin, TX",36865
48029181724,"Far West Side, Helotes, TX",36864
48201330200,"Central Southwest, Houston, TX",36863
48485012600,"Wichita Falls, TX",36863
42071013202,"Lancaster, PA",36861
12127091017,"Deltona Lakes, Deltona, FL",36861
6101050401,"Yuba City, CA",36860
13089021814,"Gwinnett Village, Atlanta, GA",36860
6095250801,"Vallejo, CA",36859
48439111552,"West Arlington, Arlington, TX",36858
6073020020,"Santa Fe Hills, San Marcos, CA",36857
6113011205,"Woodland, CA",36856
6037269000,"Cheviot Hills, Los Angeles, CA",36855
48339692100,"College Park, Conroe, TX",36855
5019953900,"Gurdon, AR",36855
17031630900,"Gage Park, Chicago, IL",36854
34003037201,"New Milford, NJ",36854
6081614000,"San Bruno, CA",36854
41039002700,"Eugene, OR",36853
36081015600,"Queens County, NY",36853
48061013802,"Brownsville, TX",36852
6029000700,"La Cresta/Alta Vista, Bakersfield, CA",36851
6073016302,"El Cajon, CA",36851
20035493800,"Arkansas City, KS",36850
6085504002,"East San Jose, San Jose, CA",36849
17031200300,"Hermosa, Chicago, IL",36848
6045010700,"Willits, CA",36848
34003008000,"Cresskill, NJ",36848
48201310400,"South Central Houston, Houston, TX",36847
6059089106,"Garden Grove, CA",36843
48303001903,"Melonie Park, Lubbock, TX",36843
20173003200,"South Central, Wichita, KS",36842
48201452700,"Pheasant Trace Village, Houston, TX",36841
6053001802,"Salinas, CA",36840
48439111522,"East Arlington, Arlington, TX",36840
6055200201,"Napa, CA",36840
8063962100,"Burlington, CO",36839
13089023208,"Stone Mountain, GA",36839
6001444100,"Newark, CA",36836
6037535702,"South Gate, CA",36835
6037216900,"Central LA, Los Angeles, CA",36835
6097150603,"Petaluma, CA",36833
18089021900,"Hammond, IN",36833
6073019101,"Valley Center, CA",36831
25009205200,"Lynn, MA",36829
48439111553,"West Arlington, Arlington, TX",36828
49011125405,"Layton, UT",36827
6037533902,"South Montebello, Bell Gardens, CA",36827
48201450802,"Briarforest, Houston, TX",36825
48097000900,"Valley View, TX",36823
6089011900,"Palo Cedro, CA",36823
48201550900,"Kleinbrook, Houston, TX",36821
6073017104,"Encinitas, CA",36821
6073013802,"Spring Valley, CA",36820
12061050703,"Vero Beach, FL",36819
15003005600,"Kalihi - Palama, Honolulu, HI",36819
6059032053,"Rancho Santa Margarita, CA",36818
6037572201,"Wrigley, Long Beach, CA",36818
48201454301,"Oak Park Ridge, Houston, TX",36817
48141004105,"El Paso, TX",36817
6013336101,"Monument Corridor, Concord, CA",36816
48215020302,"Mission, TX",36816
6073012304,"Chula Vista, CA",36816
6083001000,"Santa Barbara, CA",36814
40031002004,"Lawton, OK",36814
48201324200,"Harrisburg/ Manchester, Houston, TX",36813
6065042507,"Moreno Valley, CA",36812
17031660302,"Chicago Lawn, Chicago, IL",36811
6037482202,"Garvey, Monterey Park, CA",36810
48469000700,"Victoria, TX",36809
4013319902,"South Tempe, Tempe, AZ",36809
6019005512,"Clovis, CA",36809
48029121601,"Northeast Side, Universal City, TX",36808
48481740800,"El Campo, TX",36808
48113014302,"Arts District, Irving, TX",36807
35005000900,"Roswell, NM",36807
48453001901,"Barton Hills, Austin, TX",36806
6077005308,"Tracy, CA",36806
17031822200,"Oak Lawn, IL",36806
6001409100,"Brookfield Village, Oakland, CA",36806
20181453700,"Goodland, KS",36803
17031835000,"Chicago Lawn, Chicago, IL",36803
6037601401,"Inglewood, CA",36802
42089300202,"Mount Pocono, PA",36802
51683910401,"Manassas, VA",36800
8123001902,"Brighton, CO",36800
48167722300,"Texas City, TX",36800
12035060301,"Palm Coast, FL",36798
6073013420,"Rancho del Rey, Chula Vista, CA",36798
36071010700,"Walden, NY",36798
8001008605,"Brighton, CO",36798
6037241110,"South Los Angeles, Los Angeles, CA",36797
17197880404,"Plainfield, IL",36797
12086003915,"Normandy Isles, Miami Beach, FL",36796
12105012003,"Lakeland, FL",36795
12086005701,"Flagami, Miami, FL",36794
48201554901,"Spring, TX",36792
17031760803,"O'Hare, Chicago, IL",36792
49053271300,"St. George, UT",36791
13089023108,"Decatur, GA",36789
6037296500,"San Pedro, Los Angeles, CA",36787
6037535604,"South Gate, CA",36786
6037532001,"South Montebello, Montebello, CA",36786
41051010306,"Troutdale, OR",36786
48141004104,"Pendale, El Paso, TX",36785
35013001306,"Las Cruces, NM",36785
12099003101,"West Palm Beach, FL",36785
48141004320,"Marty Robbins North, El Paso, TX",36784
6019008402,"Dos Palos, CA",36783
17031806300,"Des Plaines, IL",36781
6037238310,"South Figueroa Corridor, Los Angeles, CA",36779
12011070402,"Cooper City, FL",36778
12086000120,"Keystone Islands, North Miami, FL",36777
42095017604,"Bethlehem, PA",36776
6025011202,"El Centro, CA",36776
48201533400,"Heather Glen, Houston, TX",36776
48015760502,"Bellville, TX",36775
17031243000,"West Town, Chicago, IL",36774
36081002000,"Queens County, NY",36774
4021002200,"Oracle, AZ",36772
35006974400,"Milan, NM",36772
12086000218,"North Miami, FL",36770
48121021633,"Northeast Carrollton, Carrollton, TX",36770
36103159505,"Shirley, NY",36766
6065040903,"La Sierra, Riverside, CA",36766
49035113510,"Salt Lake City, UT",36766
6065042406,"Moreno Valley, CA",36765
41005022905,"Canby, OR",36765
6007000201,"Chico, CA",36764
6085512032,"Edenvale, San Jose, CA",36764
8089968200,"Rocky Ford, CO",36763
12011050501,"Fort Lauderdale, FL",36762
25017342600,"Everett, MA",36762
48087950300,"Wellington, TX",36761
12099006906,"Delray Beach, FL",36760
48215021100,"McAllen, TX",36760
17031010502,"Rogers Park, Chicago, IL",36760
48029182105,"Far West Side, San Antonio, TX",36759
35013001805,"Anthony, NM",36758
6073018510,"Loma Alta, Oceanside, CA",36757
34031182700,"Paterson, NJ",36757
6085510900,"Midtown, Palo Alto, CA",36757
48085031653,"Villages Of Preston Meadow, Plano, TX",36756
8001009401,"Westminster, CO",36756
6109003200,"Tuolumne, CA",36755
6037500600,"El Rancho, Pico Rivera, CA",36754
12086000712,"Hialeah, FL",36754
25025050200,"Central-Maverick Square / Paris Street, Boston, MA",36754
8123002004,"Dacono, CO",36754
36047002000,"Kings County, NY",36752
48439113627,"Bedford, TX",36749
36081084601,"Queens County, NY",36748
55079007200,"Riverwest, Milwaukee, WI",36746
48157670200,"Southwest Houston, Houston, TX",36746
12071001101,"Fort Myers, FL",36746
48201431900,"Southwest Houston, Houston, TX",36745
6083002005,"Santa Maria, CA",36745
18085961900,"Warsaw, IN",36744
48061014300,"Southmost, Brownsville, TX",36742
6059001801,"Fullerton, CA",36741
17031823200,"Alsip, IL",36741
6111004200,"Port Hueneme, CA",36739
25027732700,"Oak Hill, Worcester, MA",36738
48061011600,"San Benito, TX",36738
6083003004,"Goleta, CA",36735
36081028100,"Queens County, NY",36733
6037137103,"Woodland Hills, Los Angeles, CA",36732
6037430502,"Sierra Madre, CA",36731
8001008523,"Brighton, CO",36731
6085500300,"Central San Jose, San Jose, CA",36730
48201453900,"Houston, TX",36730
48439113301,"Richland Hills, TX",36729
48027021201,"Temple, TX",36729
6073010005,"San Ysidro, San Diego, CA",36729
6029002301,"Oakridge, Bakersfield, CA",36729
6031001401,"Corcoran, CA",36728
48453001733,"Oak Hill, Austin, TX",36727
6037185100,"Mount Washington, Los Angeles, CA",36727
6037294510,"Wilmington, Los Angeles, CA",36726
48439121605,"Central Arlington, Arlington, TX",36724
6111000400,"Santa Paula, CA",36723
4019004008,"Terra Del Sol, Tucson, AZ",36721
12086013800,"Hialeah, FL",36720
24031701800,"Takoma Park, MD",36719
53077001201,"Yakima, WA",36719
17097861404,"Round Lake Park, IL",36719
6059001802,"Fullerton, CA",36718
42043022800,"Harrisburg, PA",36718
8001008505,"Northglenn, CO",36717
36005048400,"Bronx County, NY",36716
12069030107,"Eustis, FL",36715
4013811900,"Chandler, AZ",36715
6059075513,"Tustin, CA",36714
4003001401,"Fort Huachuca, Sierra Vista, AZ",36714
51510200302,"Seminary Hill, Alexandria, VA",36714
6065043311,"Hemet, CA",36711
6037530301,"East Los Angeles, CA",36710
48201321300,"Edgebrook, Houston, TX",36709
6111008004,"Simi Valley, CA",36708
6053001400,"Salinas, CA",36708
34039032001,"Elizabeth, NJ",36708
29169470390,"Fort Leonard Wood, MO",36707
12127091029,"Oak Haven, Deltona, FL",36707
6059063802,"Mesa Verde, Costa Mesa, CA",36706
6065041411,"Corona, CA",36706
48423002009,"Windsor Park, Whitehouse, TX",36706
12105011902,"Lakeland, FL",36705
6007000700,"Chico, CA",36705
12099004202,"Palm Springs, FL",36704
6059110603,"Buena Park, CA",36701
6085512029,"Anderson East, San Jose, CA",36701
48091310200,"New Braunfels, TX",36700
12117020806,"Lake Mary, FL",36700
6085503902,"Alum Rock, San Jose, CA",36700
6067009502,"Quail Hollow, Galt, CA",36698
12086010612,"Cutler Bay, FL",36697
6037141201,"Sherman Oaks, Los Angeles, CA",36696
48113017201,"Balch Springs, TX",36695
6077003109,"Stockton, CA",36694
6085501102,"Central San Jose, San Jose, CA",36693
48057000200,"Port Lavaca, TX",36692
12086000306,"North Miami, FL",36691
25013801603,"Sixteen Acres, Springfield, MA",36690
48439113811,"Fort Worth, TX",36689
4003000203,"Cochise, AZ",36689
48201332900,"Golfcrest, Houston, TX",36688
8069001007,"The Landings, Fort Collins, CO",36688
6037131800,"Reseda, Los Angeles, CA",36687
6029000903,"Bakersfield, CA",36687
48215024105,"Alton, TX",36686
6085503306,"Alum Rock, San Jose, CA",36685
36081035300,"Queens County, NY",36682
34017011200,"Constable Hook, Bayonne, NJ",36681
4013109101,"Alhambra, Phoenix, AZ",36681
17031640700,"South Side, Chicago, IL",36680
48439111309,"Mansfield, TX",36679
13313000302,"Dalton, GA",36677
41071030102,"Newberg, OR",36676
53061041806,"Twin Creeks, Everett, WA",36676
48439113810,"Watauga, TX",36675
36047004300,"Kings County, NY",36674
6037293302,"Harbor City, Los Angeles, CA",36674
55079002100,"Old North Milwaukee, Milwaukee, WI",36673
48201450300,"Memorial, Houston, TX",36673
17031611200,"Back of the Yards, Chicago, IL",36672
48113013722,"Southwest Carrollton, Carrollton, TX",36672
36119007401,"Mamaroneck, NY",36670
6071012001,"Barstow, CA",36670
8101002917,"Pueblo West, CO",36670
6037407002,"Bassett, West Puente Valley, CA",36669
6111000304,"Fillmore, CA",36668
48201333700,"Greater Hobby Area, Houston, TX",36668
36081041100,"Queens County, NY",36665
12055960200,"Avon Park, FL",36664
6059074300,"Delhi, Santa Ana, CA",36664
48189950700,"Hale Center, TX",36663
6037540202,"Lynwood, CA",36663
6071003804,"Rialto, CA",36663
6037294110,"Wilmington, Los Angeles, CA",36659
12086009015,"Miami, FL",36657
12086006707,"Brickell, Miami, FL",36657
48201233101,"Northeast Houston, Houston, TX",36653
17031221300,"Logan Square, Chicago, IL",36652
48061011400,"San Benito, TX",36652
48467950100,"Grand Saline, TX",36652
17141961200,"Rochelle, IL",36652
6059110402,"Buena Park, CA",36648
32003007600,"Mesquite, NV",36646
8013012103,"North Boulder, Boulder, CO",36646
6065043317,"Hemet, CA",36645
48113013616,"Addison, TX",36644
6059087602,"Hermosa Village, Anaheim, CA",36641
8123002101,"Milliken, CO",36640
12086000604,"Hialeah, FL",36639
48029181712,"Great Northwest, San Antonio, TX",36639
18089021300,"Hammond, IN",36638
31055002700,"CPL Inc, Omaha, NE",36637
6047002000,"Gustine, CA",36637
6037185202,"Mount Washington, Los Angeles, CA",36636
48201554102,"Spring, TX",36635
48201522100,"Northwest Houston, Houston, TX",36634
48201251300,"Kingwood, Houston, TX",36631
6071007901,"Highland, CA",36630
17197882000,"Joliet, IL",36627
48215020903,"McAllen, TX",36627
6065042007,"Perris, CA",36626
6073020211,"Midway, Escondido, CA",36625
48163950300,"Dilley, TX",36624
6001407102,"Jefferson, Oakland, CA",36623
12086007001,"Coral Way, Miami, FL",36622
12011100300,"Hallandale Beach, FL",36620
25017312400,"Belvidere, Lowell, MA",36618
48219950500,"Levelland, TX",36617
6037601600,"Inglewood, CA",36617
12086009038,"Doral, FL",36614
8101002808,"El Camino - Las Vistas, Pueblo, CO",36614
26005031000,"Pullman, MI",36612
6073003208,"Bay Terraces, San Diego, CA",36611
6037554302,"Bellflower, CA",36611
6085500400,"Central San Jose, San Jose, CA",36610
35025000502,"Hobbs, NM",36610
6037572301,"Arlington, Long Beach, CA",36609
6037407602,"La Puente, CA",36606
6059075202,"Artesia Pilar, Santa Ana, CA",36605
36047039500,"Kings County, NY",36604
12009063107,"Coral Springs, Melbourne, FL",36604
17043840802,"Bensenville, IL",36602
17031282800,"Near West Side, Chicago, IL",36602
9001210100,"Danbury, CT",36601
12117021802,"Altamonte Springs, FL",36600
6059099415,"Huntington Beach, CA",36600
48349970200,"Corsicana, TX",36600
24033805907,"Hyattsville, MD",36600
6065040821,"Corona, CA",36600
4013811600,"Las Casitas del Sur, Chandler, AZ",36598
12086003804,"Surfside, FL",36597
12015020301,"Port Charlotte, FL",36595
48479001104,"Eastern Division, Laredo, TX",36594
6037234800,"Park Mesa Heights, Los Angeles, CA",36593
20051072900,"Hays, KS",36592
11001002002,"16th Street Heights, Washington, DC",36592
6037405202,"Baldwin Park, CA",36590
12086018400,"Miami, FL",36590
37049961201,"Havelock, NC",36590
12099007605,"Boca Raton, FL",36589
31141965400,"Columbus, NE",36588
48215021804,"San Juan, TX",36588
48113018123,"Garland, TX",36588
6073009603,"Grantville, San Diego, CA",36587
48201520700,"Northwest Houston, Houston, TX",36586
6083002303,"Santa Maria, CA",36584
48201324000,"Pasadena, TX",36583
34003055200,"Tenafly, NJ",36581
12115001507,"Sarasota, FL",36580
48479001716,"Laredo, TX",36580
6037701801,"Pico, Santa Monica, CA",36580
48469000302,"Victoria, TX",36579
42029306300,"West Grove, PA",36577
35001000207,"Albuquerque, NM",36576
34039032002,"Elizabeth, NJ",36575
17031830007,"Richton Park, IL",36575
12086012600,"Hialeah, FL",36575
32003005854,"Rhodes Ranch, Las Vegas, NV",36572
41051002902,"Northeast Portland, Portland, OR",36572
12057011516,"Carrollwood Springs, Tampa, FL",36571
36081037500,"Queens County, NY",36571
18089030900,"East Chicago, IN",36571
24031703208,"Silver Spring, MD",36569
41051001701,"Montavilla, Portland, OR",36568
36087010602,"West Haverstraw, NY",36567
48141001202,"Lakehurst, El Paso, TX",36567
41035971600,"Klamath Falls, OR",36567
55055101600,"Whitewater, WI",36561
48187210902,"Seguin, TX",36561
13089023210,"Stone Mountain, GA",36559
17111871307,"Cary, IL",36558
6073003204,"National City, CA",36558
36071014301,"Chester, NY",36558
48029121803,"Uptown, San Antonio, TX",36557
6037601402,"Inglewood, CA",36557
53033028902,"Des Moines, WA",36557
6025011300,"Heber, CA",36555
12117021203,"Oviedo, FL",36555
34017016800,"Union City, NJ",36552
6075025300,"Bernal Heights, San Francisco, CA",36551
6037463102,"Pasadena, CA",36551
48201421402,"Gulfton, Houston, TX",36550
6073010111,"San Ysidro, San Diego, CA",36549
6037269904,"Palms, Los Angeles, CA",36547
48215022004,"Alamo, TX",36547
6037237300,"South Los Angeles, Los Angeles, CA",36546
48113013004,"Lake Highlands, Dallas, TX",36544
48453001766,"Leander, TX",36543
48135000300,"Odessa, TX",36542
6085509107,"Sunnyvale West, Sunnyvale, CA",36539
6037543322,"Carson, CA",36539
4005001302,"Flagstaff, AZ",36538
6037570100,"Ramona Park, Long Beach, CA",36538
53007961302,"Wenatchee, WA",36538
48453001844,"North Austin, Austin, TX",36538
6021010100,"Orland, CA",36537
17043846410,"Naperville, IL",36535
6025012200,"Calexico, CA",36531
48029181730,"Great Northwest, San Antonio, TX",36531
6055201602,"Saint Helena, CA",36531
34039031801,"Elizabeth, NJ",36530
8059012060,"Dakota Station, Littleton, CO",36528
48201550402,"Laurel Oaks, Houston, TX",36528
6065043821,"Beaumont, CA",36527
13063040611,"Jonesboro, GA",36527
36119005300,"Pelham, Village of Pelham, NY",36526
17031831600,"Montclare, Chicago, IL",36526
12005002400,"Panama City, FL",36525
12011031202,"Pompano Beach, FL",36524
6053011102,"Soledad, CA",36524
16031950500,"Burley, ID",36523
48141000205,"Northeast El Paso, El Paso, TX",36522
26163525400,"Detroit, MI",36522
26139022203,"Holland, MI",36522
20057962000,"Dodge City, KS",36521
48141010325,"Montana East, El Paso, TX",36521
56037970601,"Green River, WY",36521
48479001502,"Las Cruces, Laredo, TX",36520
36061030300,"Inwood, New York, NY",36519
48439110500,"River Oaks, TX",36518
48201340800,"Clear Lake, Houston, TX",36517
6037407701,"La Puente, CA",36515
31153010206,"Bellevue, NE",36511
36081027500,"Queens County, NY",36511
12055961000,"Sebring, FL",36510
17197880507,"Romeoville, IL",36509
8005082700,"Aurora Highlands, Aurora, CO",36507
17031190601,"Belmont Central, Chicago, IL",36506
44003020300,"West Warwick, RI",36506
12057012301,"Limona Improvement, Brandon, FL",36505
6013328000,"Concord, CA",36504
6029002811,"Seven Oaks, Bakersfield, CA",36502
15003002300,"McCully - Moiliili, Honolulu, HI",36502
36069051700,"Geneva, NY",36501
36047008800,"Kings County, NY",36500
6087110300,"Watsonville, CA",36500
48201222700,"Houston, TX",36499
6037542103,"Compton, CA",36498
6073020018,"San Marcos, CA",36496
12011060505,"Plantation, FL",36496
4013618400,"Deer Valley, Phoenix, AZ",36495
18141011100,"South Bend, IN",36495
48439113213,"North Richland Hills, TX",36494
6037132300,"Reseda, Los Angeles, CA",36494
48439113302,"Richland Hills, TX",36493
34003036200,"Moonachie, NJ",36493
36047050803,"Kings County, NY",36491
36103110902,"Huntington, NY",36490
34031182600,"Paterson, NJ",36489
12103024200,"Harris Park, Saint Petersburg, FL",36485
34017013800,"Harrison, NJ",36485
48061011903,"Santa Maria, TX",36482
6059011602,"Northeast Anaheim, Anaheim, CA",36482
48141000900,"Summit Place, El Paso, TX",36481
40101000900,"Muskogee, OK",36480
48439102301,"Fort Worth, TX",36479
12127082401,"South Daytona, FL",36479
36103159412,"Manorville, NY",36479
25025090200,"Dudley / Brunswick King, Boston, MA",36478
32003003613,"North Las Vegas, NV",36478
25017342500,"Everett, MA",36477
6037408501,"Hacienda Heights, CA",36476
