tract,Name,Household_Income_at_Age_35_rNA_gM_p25
19153002900,"North of Grand, Des Moines, IA",
23003950200,"Van Buren, ME",
34029736105,"Mystic Islands, Little Egg Harbor Township, NJ",
48257050600,"Terrell, TX",
18177000600,"Richmond, IN",
12081002017,"Bradenton, FL",
48491020323,"Cedar Park, TX",
29095013802,"Lee's Summit, MO",
6001441522,"Lakes and Birds, Fremont, CA",
42115032901,"Susquehanna County, PA",
42101005400,"Eastwick, Philadelphia, PA",
13215001200,"Columbus, GA",
9005425300,"Terryville, Plymouth, CT",
37049960101,"New Bern, NC",
9009190302,"Guilford, CT",
48201323701,"Pasadena, TX",
51173030100,"Marion, VA",
72023830603,"Cabo Rojo, PR",
55033970400,"Elk Mound, WI",
6067003203,"Southeastern Sacramento, Sacramento, CA",
11001009504,"Michigan Park, Washington, DC",
39013011600,"Bellaire, OH",
4013422641,"Mesa, AZ",
42001031700,"Fairfield, PA",
27051070200,"Barrett, MN",
8053973100,"Lake City, CO",
21111001100,"Chickasaw, Louisville, KY",
26099250900,"Saint Clair Shores, MI",
17197883602,"Monee, IL",
8041004702,"Colorado Springs, CO",
5035031100,"Earle, AR",
44007010400,"East Providence, RI",
12057011709,"Town N Country Alliance, Tampa, FL",
48141002201,"Golden Hill, El Paso, TX",
42099030100,"Millerstown, PA",
48141003602,"Collingsworth, El Paso, TX",
42043021200,"Harrisburg, PA",
4013111202,"Camelback East Village, Phoenix, AZ",
72141957400,"Utuado, PR",
13091960300,"Eastman, GA",
51059422102,"Lorton, VA",
27053022302,"Aquila, Saint Louis Park, MN",
37035010102,"Conover, NC",
13057091103,"Acworth, GA",
16055001001,"Hayden, ID",
6013304001,"Deer Ridge Country Club, Brentwood, CA",
16019970403,"Idaho Falls, ID",
36059304002,"Westbury, NY",
55045960400,"Monroe, WI",
16001000400,"Veterans Park, Boise, ID",
12075970700,"Inglis, FL",
5127950300,"Parks, AR",
39059977700,"Cambridge, OH",
42005951400,"Vandergrift, PA",
39133601702,"Kent, OH",
49035104800,"Sugar House, Salt Lake City, UT",
72141957200,"Utuado, PR",
45063021021,"Lexington, SC",
26163558500,"Livonia, MI",
24005430900,"Baltimore, MD",
36081011400,"Queens County, NY",
42003428200,"Pittsburgh, PA",
37069060200,"Louisburg, NC",
6037228720,"South Los Angeles, Los Angeles, CA",
47117955300,"Lewisburg, TN",
34027041400,"Denville, NJ",
21113060101,"Nicholasville, KY",
34023007402,"South Amboy, NJ",
17097865802,"Highland Park, IL",
26163513200,"Jefferson Chalmers, Detroit, MI",
6037206200,"Central LA, Los Angeles, CA",
39011041202,"Saint Marys, OH",
26123970100,"Newaygo County, MI",
26163565200,"Westland, MI",
48113017303,"El Tierra Estates, Mesquite, TX",
39025040500,"Milford, OH",
47059090500,"Greeneville, TN",
12057011413,"Citrus Park Community, Tampa, FL",
6081609601,"San Carlos, CA",
8035013905,"Parker, CO",
17201003711,"Rockford, IL",
6037408501,"Hacienda Heights, CA",
25009210600,"South Peabody, Peabody, MA",
6075015400,"Laurel Heights, San Francisco, CA",
30111001803,"West End, Billings, MT",
22051020511,"Kenner, LA",
6037240600,"South Los Angeles, Los Angeles, CA",
36063022601,"Niagara Falls, NY",
42017103103,"Quakertown, PA",
13121011422,"Roswell, GA",
34013019100,"South Orange, NJ",
17199021400,"Marion, IL",
72013301700,"Arecibo, PR",
53033027300,"SeaTac, WA",
41019130000,"Roseburg, OR",
4013421801,"Mesa, AZ",
26093742201,"Brighton, MI",
42125754400,"Washington, PA",
37025041501,"Harrisburg, NC",
6001430101,"Castro Valley, CA",
25009268400,"Newburyport, MA",
55079004700,"Franklin Heights, Milwaukee, WI",
6037532500,"Huntington Park, CA",
29077004101,"Battlefield, MO",
48245011400,"Beaumont, TX",
12105014804,"Lakeland, FL",
12095013512,"South Semoran, Orlando, FL",
36103200901,"East Hampton, NY",
36029005801,"Riverside, Buffalo, NY",
13089022700,"Oakhurst, Decatur, GA",
42091210700,"Collegeville, PA",
10003015802,"New Castle, DE",
53057952301,"Mount Vernon, WA",
48201311700,"Southeast Houston, Houston, TX",
27111961300,"Deer Creek, MN",
26049012202,"Flint, MI",
39061020902,"Cincinnati, OH",
53033022803,"Overlake, Redmond, WA",
27053022901,"Wolfe Park, Minneapolis, MN",
6111000701,"Santa Paula, CA",
36047006900,"Kings County, NY",
36057070400,"Amsterdam, NY",
8059010701,"Barths, Wheat Ridge, CO",
55025001101,"Madison, WI",
72087110101,"Río Grande, PR",
8029965100,"Delta, CO",
17197880503,"Plainfield, IL",
55017010100,"Eau Claire, WI",
26143970300,"Roscommon, MI",
8077000400,"Grand Junction, CO",
12103026908,"Dunedin, FL",
47045964500,"Dyersburg, TN",
37119003018,"Wessex Square, Charlotte, NC",
42091206300,"Collegeville, PA",
26163564100,"Canton, MI",
6037237800,"South Los Angeles, Los Angeles, CA",
25021422100,"Weymouth, MA",
34003009100,"Demarest, NJ",
12086019900,"Miami, FL",
32003005357,"Henderson, NV",
6085504410,"North San Jose, San Jose, CA",
6067007204,"North Sacramento, Sacramento, CA",
6071001104,"Ontario, CA",
48141010344,"El Paso, TX",
72051540500,"Dorado, PR",
6071002023,"Rancho Cucamonga, CA",
19063070300,"Estherville, IA",
48439111309,"Mansfield, TX",
39035105300,"Clark - Fulton, Cleveland, OH",
42063960600,"Indiana, PA",
47149040903,"Murfreesboro, TN",
13245001602,"Augusta, GA",
36005018101,"Bronx County, NY",
48439105508,"Hulen Bend Estates, Fort Worth, TX",
36109002200,"Groton, NY",
12099007505,"Boca Raton, FL",
39049006384,"Olde Sawmill, Dublin, OH",
51153901232,"Manassas, VA",
49057200700,"Ogden, UT",
27037060741,"Burnsville, MN",
39113091000,"Dayton, OH",
41031960202,"Madras, OR",
8041006400,"Colorado Springs, CO",
4025001703,"Sedona, AZ",
6065042624,"Moreno Valley, CA",
18021040500,"Center Point, IN",
24009860801,"Saint Leonard, MD",
48113018128,"Garland, TX",
17031271800,"East Garfield Park, Chicago, IL",
47037015631,"Antioch, Nashville, TN",
39035134300,"Berea, OH",
47119011101,"Columbia, TN",
6037651401,"Hillside, Torrance, CA",
40031000600,"Lawton, OK",
13215010703,"Columbus, GA",
51059420502,"Alexandria, VA",
48141001113,"Lambka Park, El Paso, TX",
5125010510,"Bryant, AR",
48139060701,"Midlothian, TX",
6019004002,"Kerman, CA",
6073002601,"City Heights, San Diego, CA",
36027080201,"Poughkeepsie, NY",
39061006600,"North Avondale, Cincinnati, OH",
28135950400,"Charleston, MS",
41029000800,"Medford, OR",
20009971400,"Great Bend, KS",
16001001202,"Winstead Park, Boise, ID",
29201781200,"Sikeston, MO",
48121021727,"Flower Mound, TX",
17197881601,"Joliet, IL",
17043840908,"Glendale Heights, IL",
6065045609,"Thermal, CA",
17031650301,"South Side, Chicago, IL",
26107960300,"Rodney, MI",
42017105811,"Levittown, PA",
6085503713,"Alexander, San Jose, CA",
37167930200,"Albemarle, NC",
49049000706,"Bonneville, Orem, UT",
37081010300,"Greensboro, NC",
23025966600,"Skowhegan, Skowhegan, ME",
9003501200,"North End, Hartford, CT",
36081052100,"Queens County, NY",
72053150200,"Fajardo, PR",
39151711412,"Massillon, OH",
42007603900,"Ambridge, PA",
13035150300,"Jackson, GA",
45081960201,"Saluda, SC",
6071001702,"Ontario, CA",
12031014411,"Southside, Jacksonville, FL",
9001070600,"Downtown, Bridgeport, CT",
4013812400,"Chandler, AZ",
9001010600,"Greenwich, CT",
47187050204,"Brentwood, TN",
48201533300,"Acres Homes, Houston, TX",
6075045100,"Balboa Hollow, San Francisco, CA",
55027960100,"Lomira, WI",
47019070300,"Elizabethton, TN",
34031175701,"Passaic, NJ",
6085506701,"San Tomas, Campbell, CA",
6037234000,"Leimert Park, Los Angeles, CA",
19113002500,"Southwest Area, Cedar Rapids, IA",
27123030703,"Greater East Side, Saint Paul, MN",
34031182600,"Paterson, NJ",
34013007300,"Ironbound District, Newark, NJ",
39033974400,"Bucyrus, OH",
36011040100,"Martville, NY",
27053021200,"Minneapolis, MN",
38101010500,"Minot, ND",
6065031701,"Arlington Heights, Riverside, CA",
25013813404,"East Longmeadow, MA",
18091042500,"La Porte, IN",
42073010100,"Slippery Rock, PA",
12091022300,"Fort Walton Beach, FL",
72127010032,"San Juan, PR",
31055004000,"Southeast Omaha, Omaha, NE",
42075003200,"Lebanon, PA",
53033032212,"Klahanie, Issaquah, WA",
42043021600,"Harrisburg, PA",
12031010800,"Northside, Jacksonville, FL",
27037060101,"Saint Paul, MN",
21111003000,"Russell, Louisville, KY",
6059062641,"Aliso Viejo, CA",
8041002700,"Southeast Colorado Springs, Colorado Springs, CO",
36081048200,"Queens County, NY",
39113060300,"Fairlane, Dayton, OH",
29189217842,"Chesterfield, MO",
47037017902,"Green Hills, Nashville, TN",
4013061043,"Sundial, El Mirage, AZ",
37157041002,"Reidsville, NC",
51510200407,"Landmark, Alexandria, VA",
18089020800,"Hammond, IN",
26049011402,"Grand Blanc, MI",
18001030200,"Decatur, IN",
72135510300,"Toa Alta, PR",
12086000403,"Opa-locka, FL",
56037970602,"Green River, WY",
36005033202,"Bronx County, NY",
27053104100,"Harrison, Minneapolis, MN",
18003010812,"Kensington Downs, Fort Wayne, IN",
37183051400,"University Park, Raleigh, NC",
9003520501,"South Glastonbury, Glastonbury, CT",
48439113628,"Bedford, TX",
30063000902,"Missoula, MT",
12057013315,"Tampa, FL",
48113013806,"Farmers Branch, TX",
6037408004,"West Covina, CA",
53033021804,"Bothell, WA",
46099001107,"Sioux Falls, SD",
17031827300,"Harvey, IL",
32003002847,"Las Vegas, NV",
45079010407,"Columbia, SC",
44009051000,"Westerly, RI",
51153901203,"Dale City, VA",
9007560200,"Portland, Portland, CT",
35001940500,"North Albuquerque Acres, Albuquerque, NM",
25013801604,"Sixteen Acres, Springfield, MA",
49035112402,"Midvale, UT",
26125126400,"Oakland County, MI",
72105520100,"Bayamón, PR",
13135050539,"Lawrenceville, GA",
12115001805,"Sarasota, FL",
36061001402,"Lower Manhattan, New York, NY",
53053072409,"Gig Harbor, WA",
12105011604,"Auburndale, FL",
29097010500,"Joplin, MO",
42091205807,"King of Prussia, PA",
26049001400,"Flint, MI",
6037218702,"Jefferson, Los Angeles, CA",
6037400603,"Azusa, CA",
46047964100,"Hot Springs, SD",
25017339801,"Medford, MA",
31053964400,"Fremont, NE",
17031560300,"South Side, Chicago, IL",
10005051101,"Rehoboth Beach, DE",
32003001501,"Las Vegas, NV",
12057004600,"Northwest Tampa, Tampa, FL",
48157670700,"Houston, TX",
6073001100,"North Park, San Diego, CA",
47065011445,"Shepherd, Chattanooga, TN",
6059062637,"Aliso Viejo, CA",
47157010630,"Parkway Village, Memphis, TN",
42043025400,"Millersburg, PA",
20173005900,"South Area, Wichita, KS",
29101960200,"Holden, MO",
12086004703,"Miami Springs, FL",
4013613000,"Cave Creek, AZ",
39113001900,"Historic Inner East, Dayton, OH",
29099701404,"Festus, MO",
41043030402,"Sweet Home, OR",
18009975400,"Hartford City, IN",
49035113514,"Taylorsville, UT",
21117065600,"Elsmere, KY",
40143000500,"United Neighborhood of Springdale, Tulsa, OK",
45041002400,"Scranton, SC",
51035080300,"Galax, VA",
40079040198,"Arkoma, OK",
36055012800,"Rochester, NY",
37133002400,"Midway Park, Piney Green, NC",
48201221100,"Eastex/ Jensen, Houston, TX",
56025000902,"Casper, WY",
6013312000,"Pittsburg, CA",
9009175900,"Wallingford Center, Wallingford, CT",
6075031000,"West of Twin Peaks, San Francisco, CA",
39157020500,"Dover, OH",
36029007302,"Grand Island, NY",
4013107000,"Alhambra, Phoenix, AZ",
37119001507,"Oak Forest, Charlotte, NC",
36119005901,"New Rochelle, NY",
6111004715,"Tierra Vista, Oxnard, CA",
41067032404,"Hillsboro, OR",
13135050531,"Lawrenceville, GA",
12086003707,"Downtown Miami, Miami, FL",
38093967500,"Jamestown, ND",
6085505006,"North San Jose, San Jose, CA",
48157674604,"Richmond, TX",
37151030900,"Ramseur, NC",
27145010500,"Stearns County, MN",
6061022014,"Olympic Valley, CA",
53033028403,"SeaTac, WA",
6077003108,"Lincoln Village West, Stockton, CA",
22115950100,"Leesville, LA",
37005950200,"Sparta, NC",
6037554302,"Bellflower, CA",
51700032113,"Central Newport News, Newport News, VA",
32031002104,"Mira Loma, Reno, NV",
6085503507,"Alum Rock, San Jose, CA",
36059410300,"Valley Stream, NY",
17167004000,"Buffalo, IL",
6059001401,"La Habra, CA",
36059416500,"Long Beach, NY",
55035000900,"Eau Claire, WI",
6037235201,"Park Mesa Heights, Los Angeles, CA",
47157010610,"Parkway Village, Memphis, TN",
54011001400,"Huntington, WV",
5125010408,"Alexander, AR",
26163985100,"Milwaukee Junction, Detroit, MI",
12086001206,"Miami Shores, FL",
27053025801,"West Bloomington, Bloomington, MN",
37131920300,"Garysburg, NC",
42041011301,"Enola, PA",
24025303801,"Bel Air, MD",
5067480500,"Bradford, AR",
36113075000,"Chestertown, NY",
48479001715,"Laredo, TX",
28151000400,"Greenville, MS",
55079009400,"Washington Heights, Milwaukee, WI",
51810040801,"Northwest, Virginia Beach, VA",
42017104505,"Doylestown, PA",
4013105003,"Paradise Valley Village, Paradise Valley, AZ",
25025091500,"Dorchester, Boston, MA",
72143550400,"Vega Alta, PR",
17031812500,"Oak Park, IL",
26087334000,"Lapeer, MI",
39085205701,"Lakeshore Fames, Madison, OH",
6085504413,"Milpitas, CA",
34039037800,"Summit, NJ",
13185010601,"Valdosta, GA",
13207050200,"Forsyth, GA",
48361021501,"Orange, TX",
26031960600,"Indian River, MI",
8087000400,"Fort Morgan, CO",
12071010501,"Caloosahatchee, Cape Coral, FL",
16031950600,"Burley, ID",
46033965100,"Custer, SD",
51007930100,"Amelia Court House, VA",
12071050306,"Bonita Springs, FL",
19153000202,"Fairmont Park, Des Moines, IA",
45043920505,"Pawleys Island, SC",
30049000501,"Helena, MT",
13305970300,"Jesup, GA",
32031003512,"Sparks, NV",
36047054300,"Kings County, NY",
34001010300,"Absecon, NJ",
32021970800,"Mineral County, NV",
6037311700,"Burbank, CA",
17087977600,"Ozark, IL",
24027606707,"Columbia, MD",
6059052517,"Oak Creek, Irvine, CA",
36119001900,"Northwest Yonkers, Yonkers, NY",
12109021403,"St. Augustine, FL",
29131962800,"Brumley, MO",
31081969300,"Aurora, NE",
55133200101,"Capitol Hill, Menomonee Falls, WI",
12103027317,"Lake St. George, Palm Harbor, FL",
55133200400,"Cedar Ridge, Menomonee Falls, WI",
51167030401,"Lebanon, VA",
26143971000,"Houghton Lake, MI",
51059420202,"Alexandria, VA",
6067006201,"Sacramento, CA",
17031120100,"Forest Glen, Chicago, IL",
6107000302,"Kingsburg, CA",
26139022107,"Holland, MI",
33011020000,"New Boston, NH",
41035971700,"Klamath Falls, OR",
41029000502,"Medford, OR",
29167960100,"Dunnegan, MO",
17051950800,"Vandalia, IL",
19047070400,"Denison, IA",
36083051702,"Hoosick Falls, NY",
24510250401,"Brooklyn, Baltimore, MD",
42043025000,"Lykens, PA",
13021011800,"Macon, GA",
51550020808,"Indian River, Chesapeake, VA",
17201004300,"Pecatonica, IL",
6037209103,"Central LA, Los Angeles, CA",
6037400206,"Claremont, CA",
48449950200,"Mount Pleasant, TX",
12099002900,"West Palm Beach, FL",
48085030512,"Hunters Creek, Frisco, TX",
8031004504,"West, Denver, CO",
19045000700,"Clinton, IA",
51141030100,"Stuart, VA",
39155920600,"Warren, OH",
55009002002,"Green Bay, WI",
25005651001,"New Bedford, MA",
26121003000,"Ravenna, MI",
12057011016,"New Tampa, Tampa, FL",
6047002600,"Merced, CA",
51059481104,"Herndon, VA",
6037183222,"Northeast Los Angeles, Los Angeles, CA",
48113009304,"Dallas, TX",
48113000201,"Lower Greenville, Dallas, TX",
47179060502,"Johnson City, TN",
12033001201,"Northeast Pensacola, Pensacola, FL",
34035051900,"North Plainfield, NJ",
36093032101,"Schenectady County, NY",
48201254100,"Baytown, TX",
35001000121,"Hoffmantown, Albuquerque, NM",
6037800504,"Eastern Malibu, Malibu, CA",
13313000102,"Cohutta, GA",
1053970600,"Atmore, AL",
6059074102,"Bristol Warner, Santa Ana, CA",
55133204302,"Whitman Park, Oconomowoc, WI",
6085507702,"Cupertino, CA",
26049003400,"Flint, MI",
34015501204,"Turnersville, Washington Township, NJ",
19111490900,"Keokuk, IA",
37183052302,"Southwest Raleigh, Raleigh, NC",
13089021307,"Doraville, GA",
29027070500,"Fulton, MO",
42091203801,"Norristown, PA",
26139021604,"Jenison, Georgetown Township, MI",
53061052504,"Lake Stevens, WA",
19049050803,"Waukee, IA",
23005002200,"North Deering, Portland, ME",
32003003613,"North Las Vegas, NV",
13015960101,"Fairmount, GA",
17201002000,"Rockford, IL",
34017013500,"Harrison, NJ",
36005024700,"Bronx County, NY",
29145020400,"Diamond, MO",
27037060811,"Apple Valley, MN",
41029002800,"Gold Hill, OR",
37081017200,"Whitsett, NC",
32031003513,"Sparks, NV",
27013170800,"Mankato, MN",
20103071400,"Linwood, KS",
13117130302,"Cumming, GA",
55105001100,"Janesville, WI",
13121009000,"Buckhead, Atlanta, GA",
4027000908,"Rancho Verde, Yuma, AZ",
15003001904,"Waikīkī, Honolulu, HI",
4013421400,"Mesa, AZ",
17031805107,"Arlington Heights, IL",
4019004615,"Leonardo Estates, Tucson, AZ",
6073007907,"Pacific Beach, San Diego, CA",
6081610700,"Redwood Oaks, Redwood City, CA",
21067001600,"Hamburg Area, Lexington, KY",
26075001100,"Jackson, MI",
72029100601,"Canóvanas, PR",
6019008402,"Dos Palos, CA",
6001451101,"Livermore, CA",
53033032401,"Duvall, WA",
6071008402,"North Redlands, Redlands, CA",
48029181811,"French Creek, San Antonio, TX",
51059471301,"Falls Church, VA",
42101025200,"East Germantown, Philadelphia, PA",
42017101605,"Warminster Heights, Warminster, PA",
36047036300,"Kings County, NY",
72027320100," County, PR",
25021415300,"Canton, MA",
12111382200,"Fort Pierce, FL",
37101040100,"Kenly, NC",
39095005902,"Whitmer-Trilby, Toledo, OH",
6031000200,"Lemoore, CA",
19153000300,"Union Park, Des Moines, IA",
51009010401,"Madison Heights, VA",
42007603400,"Monaca, PA",
37151030100,"Asheboro, NC",
4013071514,"Arrowhead Shores, Peoria, AZ",
13165960200,"Millen, GA",
48321730600,"Palacios, TX",
37119002903,"Foxcroft, Charlotte, NC",
42079213900,"Hunlock Creek, PA",
9005263200,"Cornwall Bridge, Cornwall, CT",
20143085700,"Minneapolis, KS",
29099701401,"De Soto, MO",
36103122403,"Wheatley Heights, NY",
51740212900,"Portsmouth, VA",
72113073002,"Ponce, PR",
48215022201,"Donna, TX",
37125950701,"Pinehurst, NC",
17031282700,"Lawndale, Chicago, IL",
28127950300,"Braxton, MS",
48479001900,"El Cuatro, Laredo, TX",
53033031000,"Lakeland Hills, Auburn, WA",
48291701000,"Dayton, TX",
34023008404,"Kendall Park, South Brunswick Township, NJ",
4013420207,"Red Mountain Ranch, Mesa, AZ",
12101032106,"Seven Oaks, Wesley Chapel, FL",
21045950100,"Hustonville, KY",
18131959000,"Winamac, IN",
22079013500,"Forest Hill, LA",
17089853500,"Aurora, IL",
5119004302,"North Little Rock, AR",
6037572500,"West Side, Long Beach, CA",
29095002300,"East Community Team North, Kansas City, MO",
34037374200,"Stanhope, NJ",
6065030103,"Downtown Riverside, Riverside, CA",
23003951000,"Washburn, ME",
15001021702,"Waimea, HI",
48187210400,"Seguin, TX",
30049001202,"Helena, MT",
19023070400,"Parkersburg, IA",
39113000801,"Hillcrest, Dayton, OH",
54077964000,"Kingwood, WV",
49049002102,"Provo, UT",
42117950200,"Elkland, PA",
26163545900,"Warrendale, Detroit, MI",
47163042900,"Bristol, TN",
6037207501,"Downtown, Los Angeles, CA",
21185030701,"Prospect, KY",
48113001800,"Oak Lawn, Dallas, TX",
19139050700,"Muscatine, IA",
6037265602,"Westwood, Los Angeles, CA",
26125136600,"Novi, MI",
37183053709,"Northwest Raleigh, Raleigh, NC",
26103001100,"Marquette, MI",
20177001800,"College Hill, Topeka, KS",
6031001002,"Hanford, CA",
9003494202,"Newington, CT",
27079950300,"Montgomery, MN",
17031681200,"South Side, Chicago, IL",
39035177406,"Parma, OH",
34029717101,"Jackson, NJ",
39025040102,"Goshen, OH",
24510110200,"Downtown, Baltimore, MD",
34023005500,"New Brunswick, NJ",
22079012900,"Lower Third, Alexandria, LA",
50003970700,"Arlington, VT",
48093950400,"Gustine, TX",
36047119000,"Kings County, NY",
6085504307,"Alum Rock, San Jose, CA",
55025010501,"Madison, WI",
25013802200,"Forest Park, Springfield, MA",
25005615100,"Dighton, MA",
35001000129,"Grandview Heights, Albuquerque, NM",
37037020600,"Bear Creek, NC",
36047021300,"Kings County, NY",
32003003240,"Las Vegas, NV",
34013018400,"City of Orange, NJ",
12057013004,"Plant City, FL",
48041000300,"Wood Knoll, Bryan, TX",
34027046202,"Long Valley, Washington Township, NJ",
27053105600,"Central Minneapolis, Minneapolis, MN",
42101007300,"Southwest Philadelphia, Philadelphia, PA",
6037502700,"Santa Fe Springs, CA",
72139060103,"Trujillo Alto, PR",
8059012033,"Morrison, CO",
54019020100,"Fayetteville, WV",
27053027001,"Rockford, MN",
48121021724,"Flower Mound, TX",
53061041500,"Lowell, Everett, WA",
72031050231,"Sabana Abajo, Carolina, PR",
6107004200,"Pixley, CA",
18097330105,"Indianapolis, IN",
17031834300,"Avalon Park, Chicago, IL",
12113010706,"Milton, FL",
27037060721,"Eagan, MN",
36119010803,"Hartsdale, NY",
41051006900,"Southwest Hills, Portland, OR",
35039940700,"Española, NM",
29047022100,"North Kansas City, MO",
47013950300,"Pioneer, TN",
9001055200,"Weston, CT",
34017019800,"Secaucus, NJ",
39113010100,"Dayton, OH",
36119000201,"Ludlow, Yonkers, NY",
5131001303,"Fort Smith, AR",
40027201202,"Norman, OK",
6053011102,"Soledad, CA",
47073050900,"Bulls Gap, TN",
18141002700,"South Bend, IN",
24510120700,"Remington, Baltimore, MD",
6059110304,"Buena Park, CA",
51019030402,"Bedford, VA",
11001009603,"Northeast Washington, Washington, DC",
6065043818,"Beaumont, CA",
48423001601,"Tyler, TX",
26145010303,"Saginaw Township North, Saginaw, MI",
48439105403,"Villages of Stonegate Phase II, Fort Worth, TX",
5119004205,"River Mountain, Little Rock, AR",
42129802200,"Trafford, PA",
6071002011,"Rancho Cucamonga, CA",
21209040501,"Stamping Ground, KY",
27123031600,"Payne - Phalen, Saint Paul, MN",
6037294120,"Wilmington, Los Angeles, CA",
6071005600,"Feldheym, San Bernardino, CA",
48453002002,"South Austin, Austin, TX",
13127000900,"Brunswick, GA",
48201542302,"Katy, TX",
39113004600,"Fairlane, Dayton, OH",
10003011700,"Wilmington, DE",
45027960703,"Manning, SC",
8043978800,"Cañon City, CO",
30089000200,"Trout Creek, MT",
53011040302,"Ridgefield, WA",
33009961500,"Enfield, NH",
1073011301,"Pinson, AL",
6065046602,"Norco, CA",
46081966200,"Spearfish, SD",
21015070504,"Burlington, KY",
35049010601,"Santa Fe, NM",
51770003100,"Roanoke, VA",
55131470203,"Germantown, WI",
42045407805,"Springfield, PA",
40109102100,"Central Oklahoma City, Oklahoma City, OK",
55079090900,"Wauwatosa, WI",
26139022103,"Holland, MI",
36083052203,"Averill Park, NY",
37119005609,"Harris - Houston, Charlotte, NC",
19077950100,"Panora, IA",
6059042319,"Laguna Niguel, CA",
51059420501,"Alexandria, VA",
6067008140,"Citrus Heights, CA",
26163511000,"Detroit, MI",
6065041910,"Corona, CA",
21111011514,"Highview, Louisville, KY",
36059519900,"Bethpage, NY",
34027044101,"Millington, Long Hill, NJ",
28047001900,"Gulfport, MS",
1129043900,"Millry, AL",
16027020300,"Nampa, ID",
37057060602,"Thomasville, NC",
4017965300,"Show Low, AZ",
5119003208,"North Little Rock, AR",
34015501202,"Sewell, Washington Township, NJ",
36047083800,"Kings County, NY",
39085201000,"Cricket Lane, Willoughby Hills, OH",
36061002700,"Lower Manhattan, New York, NY",
48201252900,"Highlands, TX",
6037135203,"West Hills, Los Angeles, CA",
17163503332,"Belleville, IL",
26049980000,"Flint, MI",
51059421002,"Springfield, VA",
26163503200,"Osborn, Detroit, MI",
22075050700,"Buras, LA",
56021000402,"Cheyenne, WY",
12115002711,"North Port, FL",
6037542105,"Compton, CA",
20091051100,"Strang Line, Overland Park, KS",
17119401100,"Wood River, IL",
48149970400,"La Grange, TX",
6001406201,"Meadow Brook, Oakland, CA",
24003980000,"Linthicum Heights, MD",
6081614000,"San Bruno, CA",
12117021401,"Winter Springs, FL",
6059099202,"Riverview West, Santa Ana, CA",
47019070600,"Elizabethton, TN",
17119402802,"Moro, IL",
34007610900,"Audubon, NJ",
47119010301,"Spring Hill, TN",
36105950700,"Liberty, NY",
29175490300,"Moberly, MO",
26025002700,"Battle Creek, MI",
4019004069,"Tucson, AZ",
34033020500,"Carneys Point, Carneys Point Township, NJ",
6075012700,"Marina District, San Francisco, CA",
55079100200,"West Allis, WI",
27097780800,"Bowlus, MN",
32003004924,"Winterwood, Las Vegas, NV",
39017011121,"Butler County, OH",
21045950200,"Liberty, KY",
72125840100,"San Germán, PR",
48215023903,"Edinburg, TX",
23031026000,"Arundel, ME",
6053014105,"Marina, CA",
48491020328,"Cedar Park, TX",
39061024800,"Cincinnati, OH",
6083001500,"Montecito, CA",
12086000211,"North Miami Beach, FL",
12071040301,"Sunshine, Lehigh Acres, FL",
6013359105,"Hercules, CA",
6037123104,"North Hollywood, Los Angeles, CA",
22097961500,"Opelousas, LA",
6037572302,"West Side, Long Beach, CA",
46011958900,"Brookings, SD",
17111871304,"Cary, IL",
55043960500,"Cassville, WI",
42033331600,"Madera, PA",
51101950200,"West Point, VA",
6067008909,"Tiffany West, Sacramento, CA",
1101005503,"Pike Road, AL",
27003051001,"Spring Lake Park, MN",
42011002300,"Reading, PA",
12061050505,"Vero Beach, FL",
34013014700,"Belleville, NJ",
54035963200,"Ravenswood, WV",
41051006402,"Arnold Creek, Portland, OR",
21111010800,"Hikes Point, Louisville, KY",
47113001402,"Jackson, TN",
6067007202,"Rio Linda, CA",
47093003300,"Knoxville, TN",
6041104300,"Novato, CA",
37071032508,"Cramerton, NC",
9003500900,"Clay Arsenal, Hartford, CT",
49049010220,"Cedar Hills, UT",
36105951000,"Woodridge, NY",
17201000600,"Rockford, IL",
34027044000,"Chatham Township, NJ",
50015953100,"Jeffersonville, Cambridge, VT",
42059970400,"Holbrook, PA",
34031180202,"Paterson, NJ",
19161080400,"Sac City, IA",
37119001922,"Hickory Ridge, Charlotte, NC",
51810040802,"Northwest, Virginia Beach, VA",
42045406500,"Trainer, PA",
8059980400,"Jefferson County, CO",
12071001201,"Fort Myers, FL",
72137121001,"Sabana Seca, PR",
12086003921,"Mid-Beach, Miami, FL",
6109001100,"Sonora, CA",
12115002505,"Venice, FL",
6073008800,"Linda Vista, San Diego, CA",
42003401300,"Campton, Natrona Heights, PA",
6067009639,"Elk Grove, CA",
45045002901,"Greenville, SC",
1077010300,"West Florence, Florence, AL",
17031160502,"Irving Park, Chicago, IL",
39029951900,"Myler Park, East Liverpool, OH",
42003413100,"Wexford, PA",
9009171400,"Meriden, CT",
26163568300,"Westland, MI",
34003041301,"Palisades Park, NJ",
8031000702,"West, Denver, CO",
21111010701,"Louisville, KY",
32003005011,"Las Vegas, NV",
6067007020,"North Sacramento, Sacramento, CA",
27145001001,"St. Cloud, MN",
42003526101,"New Kensington, PA",
24031703502,"Kensington, MD",
47065011314,"Ooltewah, TN",
48307950300,"Brady, TX",
41039003301,"Springfield, OR",
22071012200,"Marlyville - Fontainebleau, New Orleans, LA",
48365950600,"Gary City, TX",
38017010203,"West Fargo, ND",
25017374000,"Oak Hill, Newton, MA",
42029311200,"Coatesville, PA",
36047031500,"Kings County, NY",
